"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.978830454E2,5.233442830E1,4.866517307E0,3.850975037E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.988830060E2,5.233442830E1,4.866517307E0,3.852195740E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
1.998829688E2,5.233442830E1,4.866517307E0,3.852195740E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.008829291E2,5.233442830E1,4.866517307E0,3.852806091E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.018828909E2,5.233442830E1,4.866517307E0,3.854637146E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.028828504E2,5.233442830E1,4.866517307E0,3.858299255E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.038828126E2,5.233442830E1,4.866517307E0,3.861351013E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.048827739E2,5.233442830E1,4.866517307E0,3.863182068E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.058827341E2,5.233442830E1,4.866517307E0,3.864402771E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.068826957E2,5.233442830E1,4.866517307E0,3.865623474E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.078826576E2,5.233442830E1,4.866517307E0,3.866233826E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.088826174E2,5.233442830E1,4.866517307E0,3.867454529E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.098825799E2,5.233442830E1,4.866517307E0,3.870506287E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.108825405E2,5.233442830E1,4.866517307E0,3.872337341E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.118825015E2,5.233442830E1,4.866517307E0,3.872337341E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.128824617E2,5.233442830E1,4.866517307E0,3.872947693E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
