Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
1654691338527045120,52.33418713,4.867282598,0.4443117976,0.1734059445,-1.0,204.7383514,204.7383514
1654691455413242880,52.33418441,4.8672489269999994,0.445726037,0.1616487983,-1.0,204.5708584,204.5708584
1654691573299400960,52.33418804,4.867164388,0.44590869549999995,0.6980578693,-1.0,200.0,200.0
1654691692185520640,52.33419305,4.867075594,0.4446553588,1.15364356,-1.0,200.0,200.0
1654691812071602176,52.33419906,4.866984428,0.4425124228,1.497100997,-1.0,205.3723987,205.3723987
1654691932957645056,52.33420579,4.8668921119999995,0.43726214770000005,1.763872484,-1.0,216.58438519999999,216.58438519999999
1654692054843647488,52.33421502,4.86680049,0.4334587753,2.122767524,283.22127589999997,224.87021000000001,224.87021000000001
1654692177729611776,52.33423375,4.866726671,0.4214437306,2.037442789,288.18321360000004,226.78592909999998,226.78592909999998
1654692301615537152,52.3342509,4.866659177,0.4131311774,1.996398084,289.3957379,229.3217169,229.3217169
1654692426501423616,52.33426859,4.866600611,0.40806013350000003,1.882460426,289.4816267,239.15590899999998,239.15590899999998
1654692552387271424,52.33435927,4.866549238999999,0.4061045945,1.782542847,292.7708378,212.91321269999997,212.91321269999997
1654692679273079296,52.33443272,4.8665050469999995,0.40468466280000004,1.717718276,294.4869412,221.04899410000002,221.04899410000002
1654692807158849536,52.33448598,4.866470936,0.4003818929,1.61355822,286.33741089999995,223.34956400000002,223.34956400000002
1654692936044580096,52.33448663,4.866493193,0.3963292241,1.562633235,278.727668,223.7061171,223.7061171
1654693065930272512,52.33448086,4.866499279,0.3929899335,1.385157959,-1.0,230.6804996,230.6804996
1654693196815926016,52.33446927,4.866509794,0.3902625144,0.9168880012999999,-1.0,227.56830609999997,227.56830609999997
1654693328701541120,52.33444804,4.866563994,0.3783226013,0.0,217.6171875,133.1113991,133.1113991
1654693461587115520,52.33442859,4.866584949,0.38137435909999995,0.1599999964,215.15625,119.7408017,119.7408017
1654693595472651264,52.33443526,4.86659375,0.38998031619999995,1.5599999430000002,358.9453125,121.88698259999998,121.88698259999998
1654693730358147840,52.33445118,4.866597606,0.393825531,1.5599999430000002,2.109375,123.6731402,123.6731402
1654693866243606272,52.33446828,4.86659769,0.3940086365,1.5900000330000001,2.8125,125.5715058,125.5715058
1654694003129026048,52.33448894,4.866586374,0.3974876404,1.620000005,358.59375,126.4523545,126.4523545
1654694141014407424,52.33450566,4.866565587,0.3908348083,1.269999981,358.59375,128.2857486,128.2857486
1654694279899749376,52.33451019,4.866555277,0.3908348083,1.269999981,358.59375,138.7749903,138.7749903
1654694419785051904,52.33451019,4.866555277,0.3908348083,0.0,358.59375,138.7749903,138.7749903
1654694560670315776,52.33451019,4.866555277,0.38528060909999995,0.0,210.234375,137.6249517,137.6249517
1654694702555540224,52.33451019,4.866555277,0.38528060909999995,0.0,210.234375,137.6249517,137.6249517
1654694845440727296,52.33451019,4.866555277,0.38528060909999995,0.0,210.234375,137.6249517,137.6249517
1654694989325874688,52.33451019,4.866555277,0.38528060909999995,0.0,210.234375,137.6249517,137.6249517
1654695134210982656,52.33451019,4.866555277,0.385219574,0.0,210.234375,137.6249517,137.6249517
1654695280096051968,52.33451019,4.866555277,0.385219574,0.0,210.234375,137.6249517,137.6249517
1654695426981083136,52.33451019,4.866555277,0.385219574,0.0,210.234375,137.6249517,137.6249517
1654695574866074368,52.33451019,4.866555277,0.3851585388,0.0,210.234375,137.6249517,137.6249517
1654695723751025920,52.33451019,4.866555277,0.385219574,0.0,210.234375,137.6249517,137.6249517
1654695873635940096,52.33451405,4.866546141000001,0.382106781,-1.0,-1.0,119.8046992,119.8046992
1654696024520815360,52.33451405,4.866546141000001,0.38662338259999995,0.0,34.1015625,137.55581740000002,137.55581740000002
1654696176405652224,52.33450444,4.866561341000001,0.38662359119999995,0.47880621560000003,-1.0,220.6774735,220.6774735
1654696329290449920,52.33445998,4.86659484,0.408657074,-1.0,-1.0,127.13959209999999,127.13959209999999
1654696483175207680,52.33445998,4.86659484,0.4062767029,0.0,138.1640625,124.63745,124.63745
1654696638059966720,52.33442796,4.866603808,0.3973045349,0.23999999460000002,97.3828125,132.13003419999998,132.13003419999998
1654696793944646912,52.3344283,4.866560977,0.3849754333,0.18000000719999998,97.3828125,122.8855168,122.8855168
1654696950829288448,52.3344283,4.866560977,0.3849754333,0.0,97.3828125,122.8855168,122.8855168
1654697108713891328,52.3344283,4.866560977,0.3849143982,0.0,97.3828125,122.8855168,122.8855168
1654697267598455296,52.3344283,4.866560977,0.38485336299999995,0.0,97.3828125,122.8855168,122.8855168
1654697427482980096,52.3344283,4.866560977,0.3847923279,0.0,97.3828125,122.8855168,122.8855168
1654697588367465472,52.3344283,4.866560977,0.38485336299999995,0.0,97.3828125,122.8855168,122.8855168
1654697750251912448,52.3344283,4.866560977,0.38485336299999995,0.0,97.3828125,122.8855168,122.8855168
1654697913136319488,52.3344283,4.866560977,0.3849754333,0.0,97.3828125,122.8855168,122.8855168
1654698077020688384,52.3344283,4.866560977,0.3849754333,0.0,97.3828125,122.8855168,122.8855168
1654698241905018880,52.3344283,4.866560977,0.3849143982,0.0,97.3828125,122.8855168,122.8855168
1654698407789309440,52.3344283,4.866560977,0.3849143982,0.0,97.3828125,122.8855168,122.8855168
1654698574673561856,52.3344283,4.866560977,0.3849143982,0.0,97.3828125,122.8855168,122.8855168
1654698742557774848,52.3344283,4.866517307,0.3828392029,-1.0,-1.0,121.7038632,121.7038632
1654698911441948672,52.3344283,4.866517307,0.3838157654,0.0,97.3828125,121.7038632,121.7038632
